EcoCar Accessory Log
16:26:9
millis, Trunk Temp, Ambient Temp, Cabin Temp, Accessory VBatt, FC Power

12709,0,0,0,0

12729,0,0,0,0

12744,0,0,0,0

12762,0,0,0,0

12780,0,0,0,0

12800,0,0,0,0

12821,0,0,0,0

12838,0,0,0,0

12857,0,0,0,0

12876,0,0,0,0

12897,0,0,0,0

12921,0,0,0,0

12943,0,0,0,0

12965,0,0,0,0

12987,0,0,0,0

13007,0,0,0,0

13027,0,0,0,0

13044,0,0,0,0

13063,0,0,0,0

13083,0,0,0,0

13104,0,0,0,0

13126,0,0,0,0

13144,0,0,0,0

13164,0,0,0,0

13184,0,0,0,0

13207,0,0,0,0

13230,0,0,0,0

13250,0,0,0,0

13268,0,0,0,0

13286,0,0,0,0

13307,0,0,0,0

13330,0,0,0,0

13354,0,0,0,0

13378,0,0,0,0

13398,0,0,0,0

13419,0,0,0,0

13444,0,0,0,0

13467,0,0,0,0

13492,0,0,0,0

13512,0,0,0,0

13534,0,0,0,0

13557,0,0,0,0

13577,0,0,0,0

13595,0,0,0,0

13616,0,0,0,0

13637,0,0,0,0

13657,0,0,0,0

13677,0,0,0,0

13708,0,0,0,0

13733,0,0,0,0

13761,0,0,0,0

13788,0,0,0,0

13809,0,0,0,0

13831,0,0,0,0

13856,0,0,0,0

13880,0,0,0,0

13904,0,0,0,0

13928,-30,0,0,0

13952,-30,0,0,0

13978,-30,0,0,0

14004,-30,0,0,0

14032,-30,0,-30,0

14056,-30,0,-30,0

14082,-30,0,22,0

14103,-30,0,22,0

14124,-30,0,22,0

14146,-30,0,22,0

14166,-30,0,22,0

14187,-30,0,22,0

14212,-30,0,22,5

14237,-30,0,22,5

14262,-30,0,22,9

14284,-30,0,22,9

14309,-30,0,22,9

14331,-30,0,22,9

14356,-30,0,22,9

14380,-30,0,22,9

14409,-30,0,22,9

14433,-30,0,22,9

14460,-30,0,22,9

14486,-30,0,22,9

14511,-30,0,22,9

14540,-30,0,22,9

14565,-30,0,22,9

14590,-30,0,22,9

14619,-30,0,22,9

14644,-30,0,22,9

14666,-30,0,22,9

14687,-30,0,22,9

14714,-30,0,22,9

14739,-30,0,22,9

14763,-30,0,22,9

14787,-30,0,22,9

14808,-30,0,22,9

14832,-30,0,22,9

14854,-30,0,22,9

14879,-30,0,22,9

14904,-30,0,22,9

14932,-30,0,22,9

14960,-30,0,22,9

14986,-30,0,22,9

15013,-30,0,22,9

15039,-30,0,22,9

15062,-30,0,22,9

15088,-30,0,22,9

15112,-30,0,22,9

15137,-30,0,22,9

15162,-30,0,22,9

15187,-30,0,22,9

15216,-30,0,22,9

15244,-30,0,22,9

15268,-30,0,22,9

15292,-30,0,22,9

15317,-30,0,22,9

15342,-30,0,22,9

15366,-30,0,22,9

15391,-30,0,22,9

15414,-30,0,22,9

15440,-30,0,22,9

15470,-30,0,22,9

15493,-30,0,22,9

15515,-30,0,22,9

15537,-30,0,22,9

15561,-30,0,22,9

15586,-30,0,22,9

15610,-30,0,22,9

15634,-30,0,22,9

15660,-30,0,22,9

15682,-30,0,22,9

15710,-30,0,22,9

15739,-30,0,22,9

15768,-30,0,22,9

15795,-30,0,22,9

15819,-30,0,22,9

15846,-30,0,22,9

15876,-30,0,22,9

15900,-30,0,22,9

15924,-30,0,22,9

15948,-30,0,22,9

15978,-30,0,22,9

16002,-30,0,22,9

16028,-30,0,22,9

16052,-30,0,22,9

16081,-30,0,22,9

16107,-30,0,22,9

16130,-30,0,-30,9

16155,-30,0,-30,9

16179,-30,0,22,9

16211,-30,0,22,9

16238,-30,0,22,9

16263,-30,0,22,9

16290,-30,0,22,9

16319,-30,0,22,9

16348,-30,0,22,5

16375,-30,0,22,5

16401,-30,0,22,9

16429,-30,0,22,9

16456,-30,0,22,9

16496,-30,0,22,9

16521,-30,0,22,9

16545,-30,0,22,9

16570,-30,0,22,9

16594,-30,0,22,9

16616,-30,0,22,9

16643,-30,0,22,9

16667,-30,0,22,9

16689,-30,0,22,9

16718,-30,0,22,9

16743,-30,0,22,9

16770,-30,0,22,9

16793,-30,0,22,9

16822,-30,0,22,9

16850,-30,0,22,9

16877,-30,0,22,9

16899,-30,0,22,9

16927,-30,0,22,9

16957,-30,0,22,9

16986,-30,0,22,9

17015,-30,0,22,9

17043,-30,0,22,9

17067,-30,0,22,9

17094,-30,0,22,9

17124,-30,0,22,9

17147,-30,0,22,9

17169,-30,0,22,9

17192,-30,0,22,9

17219,-30,0,22,9

17246,-30,0,22,9

17269,-30,0,22,9

17294,-30,0,22,9

17317,-30,0,22,9

17346,-30,0,22,9

17373,-30,0,22,9

17397,-30,0,22,9

17423,-30,0,22,9

17450,-30,0,22,9

17479,-30,0,22,9

17506,-30,0,22,9

17532,-30,0,22,9

17558,-30,0,22,9

17588,-30,0,22,9

17616,-30,0,22,9

17646,-30,0,22,9

17673,-30,0,22,9

17700,-30,0,22,9

17732,-30,0,22,9

17760,-30,0,22,9

17785,-30,0,22,9

17811,-30,0,22,9

17840,-30,0,22,9

17867,-30,0,22,9

17893,-30,0,22,9

17917,-30,0,22,9

17946,-30,0,22,9

17971,-30,0,22,9

17997,-30,0,22,9

18024,-30,0,22,9

18050,-30,0,22,9

18077,-30,0,22,9

18104,-30,0,22,9

18129,-30,0,22,9

18164,-30,0,22,9

18192,-30,0,22,9

18222,-30,0,22,9

18250,-30,0,22,9

18278,-30,0,22,9

18307,-30,0,22,9

18341,-30,0,22,9

18370,-30,0,22,9

18393,-30,0,-30,9

18417,-30,0,-30,9

18442,-30,0,22,9

18467,-30,0,22,9

18490,-30,0,22,9

18515,-30,0,22,9

18544,-30,0,22,9

18566,-30,0,22,9

18590,-30,0,22,5

18670,-30,0,22,5

18693,-30,0,22,9

18718,-30,0,22,9

18745,-30,0,22,9

18774,-30,0,22,9

18803,-30,0,22,9

18831,-30,0,22,9

18860,-30,0,22,9

18888,-30,0,22,9

18920,-30,0,22,9

18948,-30,0,22,9

18977,-30,0,22,9

18999,-30,0,22,9

19020,-30,0,22,9

19040,-30,0,22,9

19065,-30,0,22,9

19090,-30,0,22,9

19112,-30,0,22,9

19134,-30,0,22,9

19158,-30,0,22,9

19180,-30,0,22,9

19204,-30,0,22,9

19227,-30,0,22,9

19255,-30,0,22,9

19280,-30,0,22,9

19306,-30,0,22,9

19329,-30,0,22,9

19351,-30,0,22,9

19373,-30,0,22,9

19394,-30,0,22,9

19418,-30,0,22,9

19442,-30,0,22,9

19469,-30,0,22,9

19492,-30,0,22,9

19521,-30,0,22,9

19548,-30,0,22,9

19573,-30,0,22,9

19596,-30,0,22,9

19620,-30,0,22,9

19641,-30,0,22,9

19660,-30,0,22,9

19682,-30,0,22,9

19704,-30,0,22,9

19724,-30,0,22,9

19745,-30,0,22,9

19767,-30,0,22,9

19788,-30,0,22,9

19808,-30,0,22,9

19829,-30,0,22,9

19851,-30,0,22,9

19873,-30,0,22,9

19893,-30,0,22,9

19917,-30,0,22,9

19939,-30,0,22,9

19961,-30,0,22,9

19985,-30,0,22,9

20007,-30,0,22,9

20032,-30,0,22,9

20057,-30,0,22,9

20078,-30,0,22,9

20099,-30,0,22,9

20125,-30,0,22,9

20150,-30,0,22,9

20173,-30,0,22,9

20194,-30,0,22,9

20215,-30,0,22,9

20234,-30,0,22,9

20252,-30,0,22,9

20270,-30,0,22,9

20287,-30,0,22,9

20307,-30,0,22,9

20332,-30,0,22,9

20351,-30,0,22,9

20369,-30,0,22,9

20387,-30,0,22,9

20406,-30,0,-30,9

20426,-30,0,-30,9

20445,-30,0,22,9

20468,-30,0,22,9

20486,-30,0,22,9

20504,-30,0,22,9

20522,-30,0,22,9

20539,-30,0,22,9

20557,-30,0,22,5

20579,-30,0,22,5

20601,-30,0,22,9

20623,-30,0,22,9

20648,-30,0,22,9

20668,-30,0,22,9

20693,-30,0,22,9

20719,-30,0,22,9

20741,-30,0,22,9

20761,-30,0,22,9

20783,-30,0,22,9

20805,-30,0,22,9

20828,-30,0,22,9

20851,-30,0,22,9

20871,-30,0,22,9

20893,-30,0,22,9

20913,-30,0,22,9

20932,-30,0,22,9

20951,-30,0,22,9

20974,-30,0,22,9

20992,-30,0,22,9

21013,-30,0,22,9

21033,-30,0,22,9

21053,-30,0,22,9

21071,-30,0,22,9

21091,-30,0,22,9

21110,-30,0,22,9

21131,-30,0,22,9

21156,-30,0,22,9

21180,-30,0,22,9

21209,-30,0,22,9

21231,-30,0,22,9

21252,-30,0,22,9

21272,-30,0,22,9

21297,-30,0,22,9

21319,-30,0,22,9

21339,-30,0,22,9

21358,-30,0,22,9

21376,-30,0,22,9

21397,-30,0,22,9

21415,-30,0,22,9

21431,-30,0,22,9

21451,-30,0,22,9

21468,-30,0,22,9

21490,-30,0,22,9

21511,-30,0,22,9

21532,-30,0,22,9

21551,-30,0,22,9

21570,-30,0,22,9

21589,-30,0,22,9

21607,-30,0,22,9

21624,-30,0,22,9

21641,-30,0,22,9

21658,-30,0,22,9

21677,-30,0,22,9

21695,-30,0,22,9

21715,-30,0,22,9

21734,-30,0,22,9

21756,-30,0,22,9

21775,-30,0,22,9

21798,-30,0,22,9

21818,-30,0,22,9

21836,-30,0,22,9

21852,-30,0,22,9

21872,-30,0,22,9

21891,-30,0,22,9

21909,-30,0,22,9

21926,-30,0,22,9

21944,-30,0,22,9

21963,-30,0,22,9

21983,-30,0,22,9

22001,-30,0,22,9

22015,-30,0,22,9

22030,-30,0,22,9

22045,-30,0,22,9

22060,-30,0,22,9

22075,-30,0,-30,9

22091,-30,0,-30,9

22108,-30,0,22,9

22125,-30,0,22,9

22144,-30,0,22,9

22162,-30,0,22,9

22179,-30,0,22,9

22197,-30,0,22,9

22216,-30,0,22,5

22233,-30,0,22,5

