EcoCar Fuel Cell Log
16:26:9
millis, H2 Pressure, Safe Code, SVolt, BVolt, Temp

12693,0,0,0,0,0,false

12718,0,0,0,0,0,false

12734,0,0,0,0,0,false

12751,0,0,0,0,0,false

12770,0,0,0,0,0,false

12788,0,0,0,0,0,false

12808,0,0,0,0,0,false

12828,0,0,0,0,0,false

12845,0,0,0,0,0,false

12864,0,0,0,0,0,false

12884,0,0,0,0,0,false

12910,0,0,0,0,0,false

12930,0,0,0,0,0,false

12952,0,0,0,0,0,false

12973,0,0,0,0,0,false

12994,0,0,0,0,0,false

13013,0,0,0,0,0,false

13033,0,0,0,0,0,false

13051,0,0,0,0,0,false

13072,0,0,0,0,0,false

13089,0,0,0,0,0,false

13112,0,0,0,0,0,false

13133,768,0,0,0,0,false

13150,832,0,0,0,0,false

13172,832,0,0,0,0,false

13192,832,832,0,0,0,false

13217,832,64,0,0,0,false

13237,832,0,0,0,0,false

13256,832,0,0,0,0,false

13274,832,0,0,0,0,false

13294,832,0,0,0,0,false

13314,832,0,0,0,0,false

13340,832,0,0,0,0,false

13362,832,0,0,0,0,false

13385,832,0,0,0,0,false

13406,832,0,0,0,0,false

13427,832,0,0,0,0,false

13451,832,0,0,0,0,false

13477,832,0,0,0,0,false

13498,832,0,0,0,0,false

13519,832,0,0,0,0,false

13541,832,0,0,0,0,false

13563,832,0,0,0,0,false

13583,832,0,0,0,0,false

13602,832,0,0,0,0,false

13624,832,0,0,0,0,false

13644,832,0,0,0,0,false

13663,832,0,0,0,0,false

13684,832,0,0,0,0,false

13716,832,0,0,0,0,false

13745,832,0,0,0,0,false

13770,832,0,0,0,0,false

13796,832,0,0,0,0,false

13816,832,0,0,0,0,false

13839,832,0,0,0,0,false

13864,832,0,0,0,0,false

13889,832,0,0,0,0,false

13913,832,0,0,0,0,false

13936,832,0,0,0,0,false

13964,832,0,0,0,0,false

13987,832,0,0,0,0,false

14014,832,0,0,0,0,false

14039,832,0,0,0,0,false

14064,832,0,0,0,0,false

14088,832,0,0,0,0,false

14112,832,0,0,0,0,false

14134,832,0,0,0,0,false

14153,832,0,0,0,0,false

