EcoCar Motors Log
16:26:9
millis, motor1 Speed, motor2 Speed, motor1 Current, motor2 Current, Buck DCDC Voltage, Power, Direction, Cruise
27432,170,0,58,5102,36,false,false,false

27452,170,0,58,5102,36,false,false,false

27471,170,0,58,5102,36,false,false,false

27492,170,0,58,5102,36,false,false,false

27517,170,0,58,5102,36,false,false,false

27537,170,0,58,5102,36,false,false,false

27558,170,0,58,5102,36,false,false,false

27578,170,0,58,5102,36,false,false,false

27603,170,0,58,5102,36,false,false,false

27622,170,0,58,5102,36,false,false,false

27641,170,0,58,5102,36,false,false,false

27661,170,0,58,5102,36,false,false,false

27680,170,0,58,5102,36,false,false,false

27697,170,0,58,5102,36,false,false,false

27716,170,0,58,5102,36,false,false,false

27734,170,0,58,5102,36,false,false,false

27751,170,0,58,5102,36,false,false,false

27771,170,0,58,5102,36,false,false,false

27787,170,0,58,5102,36,false,false,false

27807,170,0,58,5102,36,false,false,false

27828,170,0,58,5102,2,false,false,false

27846,170,0,58,5102,27,false,false,false

27865,170,0,58,5102,37,false,false,false

27884,170,0,58,5102,37,false,false,false

27905,170,0,58,5102,37,false,false,false

27925,170,0,58,5102,37,false,false,false

27944,170,0,58,5102,37,false,false,false

27963,170,0,58,5102,37,false,false,false

27986,170,0,65535,5102,37,false,false,false

28003,170,0,255,5102,37,false,false,false

28020,170,0,61,5102,37,false,false,false

28036,170,0,61,5102,37,false,false,false

28052,170,0,61,61,37,false,false,false

28068,170,0,61,4925,37,false,false,false

28084,170,0,61,5099,37,false,false,false

28102,170,0,61,5099,37,false,false,false

28118,5099,0,61,5099,37,false,false,false

28136,747,0,61,5099,37,false,false,false

28155,707,0,61,5099,37,false,false,false

28174,707,0,61,5099,37,false,false,false

28190,707,0,61,5099,37,false,false,false

28208,707,0,61,5099,37,false,false,false

28227,707,0,61,5099,37,false,false,false

28247,707,0,61,5099,37,false,false,false

28267,707,0,61,5099,37,false,false,false

28287,707,0,61,5099,37,false,false,false

28307,707,0,61,5099,37,false,false,false

28331,707,0,61,5099,37,false,false,false

28353,707,0,61,5099,37,false,false,false

28375,707,0,61,5099,37,false,false,false

28394,707,0,61,5099,37,false,false,false

28413,707,0,61,5099,37,false,false,false

28431,707,0,61,5099,37,false,false,false

28455,707,0,61,5099,37,false,false,false

28483,707,0,61,5099,37,false,false,false

28509,707,0,61,5099,37,false,false,false

28528,707,0,61,5099,37,false,false,false

28550,707,0,61,5099,37,false,false,false

28572,707,0,61,5099,37,false,false,false

28592,707,0,61,5099,37,false,false,false

28613,707,0,61,5099,37,false,false,false

28633,707,0,61,5099,37,false,false,false

28659,707,0,61,5099,37,false,false,false

28677,707,0,61,5099,37,false,false,false

28696,707,0,61,5099,37,false,false,false

28716,707,0,61,5099,37,false,false,false

28734,707,0,61,5099,37,false,false,false

28756,707,0,61,5099,37,false,false,false

28776,707,0,61,5099,37,false,false,false

28798,707,0,61,5099,37,false,false,false

28816,707,0,61,5099,37,false,false,false

28841,707,0,61,5099,37,false,false,false

28862,707,0,61,5099,37,false,false,false

28882,707,0,61,5099,37,false,false,false

28906,707,0,61,5099,37,false,false,false

28926,707,0,61,5099,37,false,false,false

28944,707,0,61,5099,37,false,false,false

28965,707,0,61,5099,37,false,false,false

28986,707,0,61,5099,37,false,false,false

29009,707,0,61,5099,37,false,false,false

29034,707,0,61,5099,37,false,false,false

29059,707,0,61,5099,37,false,false,false

29086,707,0,61,5099,37,false,false,false

29105,707,0,61,5099,37,false,false,false

29126,707,0,61,5099,37,false,false,false

29146,707,0,61,5099,37,false,false,false

29173,707,0,61,5099,37,false,false,false

29192,707,0,61,5099,37,false,false,false

29213,707,0,61,5099,37,false,false,false

29233,707,0,61,5099,37,false,false,false

29251,707,0,61,5099,37,false,false,false

29269,707,0,61,5099,37,false,false,false

29288,707,0,61,5099,37,false,false,false

29305,707,0,61,5099,37,false,false,false

29325,707,0,61,5099,37,false,false,false

29346,707,0,61,5099,37,false,false,false

29363,707,0,61,5099,37,false,false,false

29380,707,0,61,5099,37,false,false,false

29396,707,0,61,5099,37,false,false,false

29417,707,0,61,5099,37,false,false,false

29434,707,0,61,5099,37,false,false,false

29450,707,0,61,5099,37,false,false,false

29472,707,0,61,5099,37,false,false,false

29490,707,0,61,5099,37,false,false,false

29509,707,0,61,5099,2,false,false,false

29529,707,0,61,5099,27,false,false,false

29551,707,0,61,5099,38,false,false,false

29572,707,0,61,5099,38,false,false,false

29588,707,0,61,5099,38,false,false,false

29606,707,0,61,5099,38,false,false,false

29629,707,0,61,5099,38,false,false,false

29651,707,0,61,5099,38,false,false,false

29671,707,0,65535,5099,38,false,false,false

29688,707,0,255,5099,38,false,false,false

29704,707,0,59,5099,38,false,false,false

29724,707,0,59,5099,38,false,false,false

29744,707,0,59,59,38,false,false,false

29763,707,0,59,4923,38,false,false,false

29781,707,0,59,5099,38,false,false,false

29799,707,0,59,5099,38,false,false,false

29817,5099,0,59,5099,38,false,false,false

29836,1003,0,59,5099,38,false,false,false

29854,1004,0,59,5099,38,false,false,false

29873,1004,0,59,5099,38,false,false,false

29890,1004,0,59,5099,38,false,false,false

29910,1004,0,59,5099,38,false,false,false

29926,1004,0,59,5099,38,false,false,false

29945,1004,0,59,5099,38,false,false,false

29963,1004,0,59,5099,38,false,false,false

29981,1004,0,59,5099,38,false,false,false

30003,1004,0,59,5099,38,false,false,false

30021,1004,0,59,5099,38,false,false,false

30041,1004,0,59,5099,38,false,false,false

30058,1004,0,59,5099,38,false,false,false

30080,1004,0,59,5099,38,false,false,false

30102,1004,0,59,5099,38,false,false,false

30120,1004,0,59,5099,38,false,false,false

30137,1004,0,59,5099,38,false,false,false

30159,1004,0,59,5099,38,false,false,false

30180,1004,0,59,5099,38,false,false,false

30199,1004,0,59,5099,38,false,false,false

30218,1004,0,59,5099,38,false,false,false

30235,1004,0,59,5099,38,false,false,false

30254,1004,0,59,5099,38,false,false,false

30273,1004,0,59,5099,38,false,false,false

30292,1004,0,59,5099,38,false,false,false

30313,1004,0,59,5099,38,false,false,false

30332,1004,0,59,5099,38,false,false,false

30352,1004,0,59,5099,38,false,false,false

30369,1004,0,59,5099,38,false,false,false

30386,1004,0,59,5099,38,false,false,false

30402,1004,0,59,5099,38,false,false,false

30419,1004,0,59,5099,38,false,false,false

30439,1004,0,59,5099,38,false,false,false

30459,1004,0,59,5099,38,false,false,false

30477,1004,0,59,5099,38,false,false,false

30497,1004,0,59,5099,38,false,false,false

30516,1004,0,59,5099,38,false,false,false

30540,1004,0,59,5099,38,false,false,false

30557,1004,0,59,5099,38,false,false,false

30576,1004,0,59,5099,38,false,false,false

30593,1004,0,59,5099,38,false,false,false

30611,1004,0,59,5099,38,false,false,false

30630,1004,0,59,5099,38,false,false,false

30653,1004,0,59,5099,38,false,false,false

30671,1004,0,59,5099,38,false,false,false

30689,1004,0,59,5099,38,false,false,false

30712,1004,0,59,5099,38,false,false,false

30730,1004,0,59,5099,38,false,false,false

30751,1004,0,59,5099,38,false,false,false

30771,1004,0,59,5099,38,false,false,false

30792,1004,0,59,5099,38,false,false,false

30812,1004,0,59,5099,38,false,false,false

30830,1004,0,59,5099,38,false,false,false

30848,1004,0,59,5099,38,false,false,false

30867,1004,0,59,5099,38,false,false,false

30887,1004,0,59,5099,38,false,false,false

30905,1004,0,59,5099,38,false,false,false

30924,1004,0,59,5099,38,false,false,false

30944,1004,0,59,5099,38,false,false,false

30963,1004,0,59,5099,38,false,false,false

30982,1004,0,59,5099,38,false,false,false

31002,1004,0,59,5099,38,false,false,false

31021,1004,0,59,5099,38,false,false,false

31038,1004,0,59,5099,38,false,false,false

31064,1004,0,59,5099,38,false,false,false

31086,1004,0,59,5099,38,false,false,false

31109,1004,0,59,5099,38,false,false,false

31128,1004,0,59,5099,2,false,false,false

31146,1004,0,59,5099,1000,false,false,false

31168,1004,0,59,5099,1023,false,false,false

31188,1004,0,59,5099,1023,false,false,false

31210,1004,0,59,5099,1023,false,false,false

31231,1004,0,59,5099,1023,false,false,false

31251,1004,0,59,5099,1023,false,false,false

31277,1004,0,59,5099,1023,false,false,false

31297,1004,0,0,5099,1023,false,false,false

31317,1004,0,256,5099,1023,false,false,false

31338,1004,0,510,5099,1023,false,false,false

31358,1004,0,510,5099,1023,false,false,false

31378,1004,0,510,510,1023,false,false,false

31398,1004,0,510,5118,1023,false,false,false

31421,1004,0,510,5062,1023,false,false,false

31440,1004,0,510,5062,1023,false,false,false

31461,5062,0,510,5062,1023,false,false,false

31478,966,0,510,5062,1023,false,false,false

31507,1021,0,510,5062,1023,false,false,false

31528,1021,0,510,5062,1023,false,false,false

31553,1021,0,510,5062,1023,false,false,false

31578,1021,0,510,5062,1023,false,false,false

31598,1021,0,510,5062,1023,false,false,false

31621,1021,0,510,5062,1023,false,false,false

31644,1021,0,510,5062,1023,false,false,false

31668,1021,0,510,5062,1023,false,false,false

31694,1021,0,510,5062,1023,false,false,false

31719,1021,0,510,5062,1023,false,false,false

31745,1021,0,510,5062,1023,false,false,false

31769,1021,0,510,5062,1023,false,false,false

31793,1021,0,510,5062,1023,false,false,false

31817,1021,0,510,5062,1023,false,false,false

31844,1021,0,510,5062,1023,false,false,false

31870,1021,0,510,5062,1023,false,false,false

31894,1021,0,510,5062,1023,false,false,false

31919,1021,0,510,5062,1023,false,false,false

31944,1021,0,510,5062,1023,false,false,false

31972,1021,0,510,5062,1023,false,false,false

31997,1021,0,510,5062,1023,false,false,false

32019,1021,0,510,5062,1023,false,false,false

32046,1021,0,510,5062,1023,false,false,false

32069,1021,0,510,5062,1023,false,false,false

32095,1021,0,510,5062,1023,false,false,false

32113,1021,0,510,5062,1023,false,false,false

32134,1021,0,510,5062,1023,false,false,false

32155,1021,0,510,5062,1023,false,false,false

32180,1021,0,510,5062,1023,false,false,false

32199,1021,0,510,5062,1023,false,false,false

32221,1021,0,510,5062,1023,false,false,false

32244,1021,0,510,5062,1023,false,false,false

32263,1021,0,510,5062,1023,false,false,false

32287,1021,0,510,5062,1023,false,false,false

32309,1021,0,510,5062,1023,false,false,false

32333,1021,0,510,5062,1023,false,false,false

32352,1021,0,510,5062,1023,false,false,false

32375,1021,0,510,5062,1023,false,false,false

32399,1021,0,510,5062,1023,false,false,false

32418,1021,0,510,5062,1023,false,false,false

32440,1021,0,510,5062,1023,false,false,false

32460,1021,0,510,5062,1023,false,false,false

32484,1021,0,510,5062,1023,false,false,false

32506,1021,0,510,5062,1023,false,false,false

32527,1021,0,510,5062,1023,false,false,false

32547,1021,0,510,5062,1023,false,false,false

32569,1021,0,510,5062,1023,false,false,false

32586,1021,0,510,5062,1023,false,false,false

32608,1021,0,510,5062,1023,false,false,false

32627,1021,0,510,5062,1023,false,false,false

32647,1021,0,510,5062,1023,false,false,false

32668,1021,0,510,5062,1023,false,false,false

32689,1021,0,510,5062,1023,false,false,false

32713,1021,0,510,5062,1023,false,false,false

32738,1021,0,510,5062,1023,false,false,false

32764,1021,0,510,5062,1023,false,false,false

32791,1021,0,510,5062,1023,false,false,false

32818,1021,0,510,5062,1023,false,false,false

32844,1021,0,510,5062,1023,false,false,false

32869,1021,0,510,5062,1023,false,false,false

32892,1021,0,510,5062,1023,false,false,false

32916,1021,0,510,5062,1023,false,false,false

32940,1021,0,510,5062,1023,false,false,false

32962,1021,0,510,5062,1023,false,false,false

32983,1021,0,510,5062,1023,false,false,false

33008,1021,0,510,5062,1023,false,false,false

33033,1021,0,510,5062,2,false,false,false

33053,1021,0,510,5062,1000,false,false,false

33077,1021,0,510,5062,1023,false,false,false

33102,1021,0,510,5062,1023,false,false,false

33123,1021,0,510,5062,1023,false,false,false

33145,1021,0,510,5062,1023,false,false,false

33167,1021,0,510,5062,1023,false,false,false

33189,1021,0,510,5062,1023,false,false,false

33210,1021,0,0,5062,1023,false,false,false

33233,1021,0,256,5062,1023,false,false,false

33255,1021,0,494,5062,1023,false,false,false

33275,1021,0,494,5062,1023,false,false,false

33296,1021,0,494,494,1023,false,false,false

33316,1021,0,494,5102,1023,false,false,false

33341,1021,0,494,5069,1023,false,false,false

33361,1021,0,494,5069,1023,false,false,false

33384,5069,0,494,5069,1023,false,false,false

33407,973,0,494,5069,1023,false,false,false

33429,1021,0,494,5069,1023,false,false,false

33450,1021,0,494,5069,1023,false,false,false

33473,1021,0,494,5069,1023,false,false,false

33496,1021,0,494,5069,1023,false,false,false

33520,1021,0,494,5069,1023,false,false,false

33545,1021,0,494,5069,1023,false,false,false

33574,1021,0,494,5069,1023,false,false,false

33599,1021,0,494,5069,1023,false,false,false

33623,1021,0,494,5069,1023,false,false,false

33646,1021,0,494,5069,1023,false,false,false

33669,1021,0,494,5069,1023,false,false,false

33696,1021,0,494,5069,1023,false,false,false

33727,1021,0,494,5069,1023,false,false,false

33758,1021,0,494,5069,1023,false,false,false

33789,1021,0,494,5069,1023,false,false,false

33820,1021,0,494,5069,1023,false,false,false

33851,1021,0,494,5069,1023,false,false,false

33883,1021,0,494,5069,1023,false,false,false

33909,1021,0,494,5069,1023,false,false,false

33934,1021,0,494,5069,1023,false,false,false

33960,1021,0,494,5069,1023,false,false,false

33987,1021,0,494,5069,1023,false,false,false

34012,1021,0,494,5069,1023,false,false,false

34036,1021,0,494,5069,1023,false,false,false

34060,1021,0,494,5069,1023,false,false,false

34084,1021,0,494,5069,1023,false,false,false

34109,1021,0,494,5069,1023,false,false,false

34133,1021,0,494,5069,1023,false,false,false

34174,1021,0,494,5069,1023,false,false,false

34198,1021,0,494,5069,1023,false,false,false

34222,1021,0,494,5069,1023,false,false,false

34246,1021,0,494,5069,1023,false,false,false

34270,1021,0,494,5069,1023,false,false,false

34294,1021,0,494,5069,1023,false,false,false

34317,1021,0,494,5069,1023,false,false,false

34342,1021,0,494,5069,1023,false,false,false

34367,1021,0,494,5069,1023,false,false,false

34391,1021,0,494,5069,1023,false,false,false

34415,1021,0,494,5069,1023,false,false,false

34440,1021,0,494,5069,1023,false,false,false

34464,1021,0,494,5069,1023,false,false,false

34487,1021,0,494,5069,1023,false,false,false

34511,1021,0,494,5069,1023,false,false,false

34532,1021,0,494,5069,1023,false,false,false

34555,1021,0,494,5069,1023,false,false,false

34577,1021,0,494,5069,1023,false,false,false

34596,1021,0,494,5069,1023,false,false,false

34612,1021,0,494,5069,1023,false,false,false

34627,1021,0,494,5069,1023,false,false,false

34642,1021,0,494,5069,1023,false,false,false

34658,1021,0,494,5069,1023,false,false,false

34674,1021,0,494,5069,1023,false,false,false

34690,1021,0,494,5069,1023,false,false,false

34706,1021,0,494,5069,1023,false,false,false

34721,1021,0,494,5069,1023,false,false,false

34736,1021,0,494,5069,1023,false,false,false

34751,1021,0,494,5069,1023,false,false,false

34764,1021,0,494,5069,1023,false,false,false

34778,1021,0,494,5069,1023,false,false,false

34793,1021,0,494,5069,1023,false,false,false

34806,1021,0,494,5069,1023,false,false,false

34819,1021,0,494,5069,1023,false,false,false

34833,1021,0,494,5069,1023,false,false,false

34848,1021,0,494,5069,1023,false,false,false

34861,1021,0,494,5069,1023,false,false,false

34875,1021,0,494,5069,1023,false,false,false

34890,1021,0,494,5069,2,false,false,false

34905,1021,0,494,5069,1000,false,false,false

34920,1021,0,494,5069,1023,false,false,false

34934,1021,0,494,5069,1023,false,false,false

34950,1021,0,494,5069,1023,false,false,false

34966,1021,0,494,5069,1023,false,false,false

34981,1021,0,494,5069,1023,false,false,false

34995,1021,0,494,5069,1023,false,false,false

35009,1021,0,0,5069,1023,false,false,false

35024,1021,0,256,5069,1023,false,false,false

35037,1021,0,458,5069,1023,false,false,false

35051,1021,0,458,5069,1023,false,false,false

35064,1021,0,458,458,1023,false,false,false

35078,1021,0,458,5066,1023,false,false,false

35092,1021,0,458,5082,1023,false,false,false

35107,1021,0,458,5082,1023,false,false,false

35123,5082,0,458,5082,1023,false,false,false

35140,986,0,458,5082,1023,false,false,false

35155,1021,0,458,5082,1023,false,false,false

35171,1021,0,458,5082,1023,false,false,false

35185,1021,0,458,5082,1023,false,false,false

35200,1021,0,458,5082,1023,false,false,false

35215,1021,0,458,5082,1023,false,false,false

35230,1021,0,458,5082,1023,false,false,false

35244,1021,0,458,5082,1023,false,false,false

35259,1021,0,458,5082,1023,false,false,false

35272,1021,0,458,5082,1023,false,false,false

35287,1021,0,458,5082,1023,false,false,false

35303,1021,0,458,5082,1023,false,false,false

35318,1021,0,458,5082,1023,false,false,false

35332,1021,0,458,5082,1023,false,false,false

35346,1021,0,458,5082,1023,false,false,false

35360,1021,0,458,5082,1023,false,false,false

35373,1021,0,458,5082,1023,false,false,false

35388,1021,0,458,5082,1023,false,false,false

35400,1021,0,458,5082,1023,false,false,false

35414,1021,0,458,5082,1023,false,false,false

35429,1021,0,458,5082,1023,false,false,false

35442,1021,0,458,5082,1023,false,false,false

35457,1021,0,458,5082,1023,false,false,false

35472,1021,0,458,5082,1023,false,false,false

35487,1021,0,458,5082,1023,false,false,false

35500,1021,0,458,5082,1023,false,false,false

35514,1021,0,458,5082,1023,false,false,false

35530,1021,0,458,5082,1023,false,false,false

35545,1021,0,458,5082,1023,false,false,false

35559,1021,0,458,5082,1023,false,false,false

35573,1021,0,458,5082,1023,false,false,false

35588,1021,0,458,5082,1023,false,false,false

35601,1021,0,458,5082,1023,false,false,false

35615,1021,0,458,5082,1023,false,false,false

35629,1021,0,458,5082,1023,false,false,false

35644,1021,0,458,5082,1023,false,false,false

35660,1021,0,458,5082,1023,false,false,false

35676,1021,0,458,5082,1023,false,false,false

35692,1021,0,458,5082,1023,false,false,false

35708,1021,0,458,5082,1023,false,false,false

35723,1021,0,458,5082,1023,false,false,false

35740,1021,0,458,5082,1023,false,false,false

35756,1021,0,458,5082,1023,false,false,false

35773,1021,0,458,5082,1023,false,false,false

35789,1021,0,458,5082,1023,false,false,false

35805,1021,0,458,5082,1023,false,false,false

35818,1021,0,458,5082,1023,false,false,false

35833,1021,0,458,5082,1023,false,false,false

35849,1021,0,458,5082,1023,false,false,false

35865,1021,0,458,5082,1023,false,false,false

35882,1021,0,458,5082,1023,false,false,false

35899,1021,0,458,5082,1023,false,false,false

35913,1021,0,458,5082,1023,false,false,false

35928,1021,0,458,5082,1023,false,false,false

35943,1021,0,458,5082,1023,false,false,false

35959,1021,0,458,5082,1023,false,false,false

35974,1021,0,458,5082,1023,false,false,false

35989,1021,0,458,5082,1023,false,false,false

36003,1021,0,458,5082,1023,false,false,false

36017,1021,0,458,5082,1023,false,false,false

36030,1021,0,458,5082,1023,false,false,false

36045,1021,0,458,5082,1023,false,false,false

36060,1021,0,458,5082,1023,false,false,false

36074,1021,0,458,5082,1023,false,false,false

36094,1021,0,458,5082,1023,false,false,false

36107,1021,0,458,5082,1023,false,false,false

36122,1021,0,458,5082,1023,false,false,false

36136,1021,0,458,5082,2,false,false,false

36149,1021,0,458,5082,1000,false,false,false

36164,1021,0,458,5082,1023,false,false,false

36178,1021,0,458,5082,1023,false,false,false

36193,1021,0,458,5082,1023,false,false,false

36210,1021,0,458,5082,1023,false,false,false

36226,1021,0,458,5082,1023,false,false,false

36243,1021,0,458,5082,1023,false,false,false

36260,1021,0,0,5082,1023,false,false,false

36275,1021,0,256,5082,1023,false,false,false

36291,1021,0,419,5082,1023,false,false,false

36305,1021,0,419,5082,1023,false,false,false

36321,1021,0,419,419,1023,false,false,false

36336,1021,0,419,5027,1023,false,false,false

36352,1021,0,419,5096,1023,false,false,false

36367,1021,0,419,5096,1023,false,false,false

36382,5096,0,419,5096,1023,false,false,false

36397,1000,0,419,5096,1023,false,false,false

36412,1021,0,419,5096,1023,false,false,false

36425,1021,0,419,5096,1023,false,false,false

36440,1021,0,419,5096,1023,false,false,false

36454,1021,0,419,5096,1023,false,false,false

36471,1021,0,419,5096,1023,false,false,false

36485,1021,0,419,5096,1023,false,false,false

36499,1021,0,419,5096,1023,false,false,false

36513,1021,0,419,5096,1023,false,false,false

36528,1021,0,419,5096,1023,false,false,false

36542,1021,0,419,5096,1023,false,false,false

36556,1021,0,419,5096,1023,false,false,false

36572,1021,0,419,5096,1023,false,false,false

36586,1021,0,419,5096,1023,false,false,false

36602,1021,0,419,5096,1023,false,false,false

36614,1021,0,419,5096,1023,false,false,false

36629,1021,0,419,5096,1023,false,false,false

36645,1021,0,419,5096,1023,false,false,false

36662,1021,0,419,5096,1023,false,false,false

36677,1021,0,419,5096,1023,false,false,false

36691,1021,0,419,5096,1023,false,false,false

36706,1021,0,419,5096,1023,false,false,false

36724,1021,0,419,5096,1023,false,false,false

36742,1021,0,419,5096,1023,false,false,false

36758,1021,0,419,5096,1023,false,false,false

36776,1021,0,419,5096,1023,false,false,false

36795,1021,0,419,5096,1023,false,false,false

36813,1021,0,419,5096,1023,false,false,false

36830,1021,0,419,5096,1023,false,false,false

36844,1021,0,419,5096,1023,false,false,false

36858,1021,0,419,5096,1023,false,false,false

36874,1021,0,419,5096,1023,false,false,false

36889,1021,0,419,5096,1023,false,false,false

36903,1021,0,419,5096,1023,false,false,false

36918,1021,0,419,5096,1023,false,false,false

36933,1021,0,419,5096,1023,false,false,false

36949,1021,0,419,5096,1023,false,false,false

36965,1021,0,419,5096,1023,false,false,false

36981,1021,0,419,5096,1023,false,false,false

36997,1021,0,419,5096,1023,false,false,false

37013,1021,0,419,5096,1023,false,false,false

37029,1021,0,419,5096,1023,false,false,false

37044,1021,0,419,5096,1023,false,false,false

37056,1021,0,419,5096,1023,false,false,false

37072,1021,0,419,5096,1023,false,false,false

37085,1021,0,419,5096,1023,false,false,false

37098,1021,0,419,5096,1023,false,false,false

37112,1021,0,419,5096,1023,false,false,false

37127,1021,0,419,5096,1023,false,false,false

37141,1021,0,419,5096,1023,false,false,false

37154,1021,0,419,5096,1023,false,false,false

37167,1021,0,419,5096,1023,false,false,false

37182,1021,0,419,5096,1023,false,false,false

37198,1021,0,419,5096,1023,false,false,false

37212,1021,0,419,5096,1023,false,false,false

37225,1021,0,419,5096,1023,false,false,false

37238,1021,0,419,5096,1023,false,false,false

37254,1021,0,419,5096,1023,false,false,false

37270,1021,0,419,5096,1023,false,false,false

37288,1021,0,419,5096,1023,false,false,false

37302,1021,0,419,5096,1023,false,false,false

37318,1021,0,419,5096,1023,false,false,false

37337,1021,0,419,5096,1023,false,false,false

37355,1021,0,419,5096,1023,false,false,false

37373,1021,0,419,5096,1023,false,false,false

37390,1021,0,419,5096,1023,false,false,false

37407,1021,0,419,5096,1023,false,false,false

37425,1021,0,419,5096,2,false,false,false

37442,1021,0,419,5096,1000,false,false,false

37459,1021,0,419,5096,1023,false,false,false

37475,1021,0,419,5096,1023,false,false,false

37492,1021,0,419,5096,1023,false,false,false

37509,1021,0,419,5096,1023,false,false,false

37523,1021,0,419,5096,1023,false,false,false

37536,1021,0,419,5096,1023,false,false,false

37550,1021,0,65535,5096,1023,false,false,false

37564,1021,0,511,5096,1023,false,false,false

37579,1021,0,346,5096,1023,false,false,false

37591,1021,0,346,5096,1023,false,false,false

37603,1021,0,346,346,1023,false,false,false

37616,1021,0,346,4954,1023,false,false,false

37629,1021,0,346,5108,1023,false,false,false

37641,1021,0,346,5108,1023,false,false,false

37657,5108,0,346,5108,1023,false,false,false

37671,1012,0,346,5108,1023,false,false,false

37683,1021,0,346,5108,1023,false,false,false

37696,1021,0,346,5108,1023,false,false,false

37708,1021,0,346,5108,1023,false,false,false

37724,1021,0,346,5108,1023,false,false,false

37736,1021,0,346,5108,1023,false,false,false

37753,1021,0,346,5108,1023,false,false,false

37765,1021,0,346,5108,1023,false,false,false

37777,1021,0,346,5108,1023,false,false,false

37791,1021,0,346,5108,1023,false,false,false

37806,1021,0,346,5108,1023,false,false,false

37819,1021,0,346,5108,1023,false,false,false

37831,1021,0,346,5108,1023,false,false,false

37843,1021,0,346,5108,1023,false,false,false

37855,1021,0,346,5108,1023,false,false,false

37867,1021,0,346,5108,1023,false,false,false

37879,1021,0,346,5108,1023,false,false,false

37894,1021,0,346,5108,1023,false,false,false

37909,1021,0,346,5108,1023,false,false,false

37924,1021,0,346,5108,1023,false,false,false

37937,1021,0,346,5108,1023,false,false,false

37950,1021,0,346,5108,1023,false,false,false

37966,1021,0,346,5108,1023,false,false,false

37980,1021,0,346,5108,1023,false,false,false

37996,1021,0,346,5108,1023,false,false,false

38012,1021,0,346,5108,1023,false,false,false

38028,1021,0,346,5108,1023,false,false,false

38044,1021,0,346,5108,1023,false,false,false

38059,1021,0,346,5108,1023,false,false,false

38075,1021,0,346,5108,1023,false,false,false

38092,1021,0,346,5108,1023,false,false,false

38108,1021,0,346,5108,1023,false,false,false

38124,1021,0,346,5108,1023,false,false,false

38140,1021,0,346,5108,1023,false,false,false

38156,1021,0,346,5108,1023,false,false,false

38172,1021,0,346,5108,1023,false,false,false

38186,1021,0,346,5108,1023,false,false,false

38200,1021,0,346,5108,1023,false,false,false

38217,1021,0,346,5108,1023,false,false,false

38234,1021,0,346,5108,1023,false,false,false

38250,1021,0,346,5108,1023,false,false,false

38266,1021,0,346,5108,1023,false,false,false

38283,1021,0,346,5108,1023,false,false,false

38297,1021,0,346,5108,1023,false,false,false

38314,1021,0,346,5108,1023,false,false,false

38329,1021,0,346,5108,1023,false,false,false

38344,1021,0,346,5108,1023,false,false,false

38361,1021,0,346,5108,1023,false,false,false

38377,1021,0,346,5108,1023,false,false,false

38391,1021,0,346,5108,1023,false,false,false

38405,1021,0,346,5108,1023,false,false,false

38421,1021,0,346,5108,1023,false,false,false

38436,1021,0,346,5108,1023,false,false,false

38453,1021,0,346,5108,1023,false,false,false

38470,1021,0,346,5108,1023,false,false,false

38485,1021,0,346,5108,1023,false,false,false

38496,1021,0,346,5108,1023,false,false,false

38508,1021,0,346,5108,1023,false,false,false

38521,1021,0,346,5108,1023,false,false,false

38535,1021,0,346,5108,1023,false,false,false

38547,1021,0,346,5108,1023,false,false,false

38560,1021,0,346,5108,1023,false,false,false

38577,1021,0,346,5108,1023,false,false,false

38591,1021,0,346,5108,1023,false,false,false

38605,1021,0,346,5108,1023,false,false,false

38617,1021,0,346,5108,1023,false,false,false

38631,1021,0,346,5108,1023,false,false,false

38643,1021,0,346,5108,2,false,false,false

38658,1021,0,346,5108,1000,false,false,false

38672,1021,0,346,5108,1023,false,false,false

38686,1021,0,346,5108,1023,false,false,false

38698,1021,0,346,5108,1023,false,false,false

38715,1021,0,346,5108,1023,false,false,false

38728,1021,0,346,5108,1023,false,false,false

38742,1021,0,346,5108,1023,false,false,false

38757,1021,0,65535,5108,1023,false,false,false

38775,1021,0,511,5108,1023,false,false,false

38793,1021,0,268,5108,1023,false,false,false

