EcoCar Motors Log
16:26:9
millis, motor1 Speed, motor2 Speed, motor1 Current, motor2 Current, Buck DCDC Voltage, Power, Direction, Cruise
26903,170,0,58,5102,36,false,false,false

26920,170,0,58,5102,36,false,false,false

26939,170,0,58,5102,36,false,false,false

26958,170,0,58,5102,36,false,false,false

26977,170,0,58,5102,36,false,false,false

26998,170,0,58,5102,36,false,false,false

27017,170,0,58,5102,36,false,false,false

27036,170,0,58,5102,36,false,false,false

27055,170,0,58,5102,36,false,false,false

27074,170,0,58,5102,36,false,false,false

27090,170,0,58,5102,36,false,false,false

27108,170,0,58,5102,36,false,false,false

27126,170,0,58,5102,36,false,false,false

27143,170,0,58,5102,36,false,false,false

27161,170,0,58,5102,36,false,false,false

27183,170,0,58,5102,36,false,false,false

27202,170,0,58,5102,36,false,false,false

27223,170,0,58,5102,36,false,false,false

27246,170,0,58,5102,36,false,false,false

27264,170,0,58,5102,36,false,false,false

27284,170,0,58,5102,36,false,false,false

27305,170,0,58,5102,36,false,false,false

27328,170,0,58,5102,36,false,false,false

27351,170,0,58,5102,36,false,false,false

27373,170,0,58,5102,36,false,false,false

27393,170,0,58,5102,36,false,false,false

27411,170,0,58,5102,36,false,false,false

